FIPS_COUNT,Year,Class,Percentage,County
39097,1938,Agriculture,95.51321768,Madison
39101,1938,Agriculture,92.80936455,Marion
39103,1938,Agriculture,83.35330025,Medina
39105,1938,Agriculture,45.91142347,Meigs
39111,1938,Agriculture,58.69439021,Monroe
39115,1938,Agriculture,66.28139841,Morgan
39117,1938,Agriculture,87.20379147,Morrow
39119,1938,Agriculture,70.44957124,Muskingum
39175,1938,Agriculture,90.97530645,Wyandot
39047,1938,Agriculture,95.34222222,Fayette
39051,1938,Agriculture,91.61630525,Fulton
39053,1938,Agriculture,51.82302335,Gallia
39055,1938,Agriculture,57.86364173,Geauga
39057,1938,Agriculture,85.4074762,Greene
39063,1938,Agriculture,93.31283628,Hancock
39065,1938,Agriculture,94.39487179,Hardin
39069,1938,Agriculture,93.67598022,Henry
39159,1938,Agriculture,93.00436536,Union
39161,1938,Agriculture,95.8595542,Van Wert
39167,1938,Agriculture,56.91704078,Washington
39033,1938,Agriculture,91.01258238,Crawford
39169,1938,Agriculture,85.86278586,Wayne
39035,1938,Agriculture,29.88753416,Cuyahoga
39037,1938,Agriculture,94.60612647,Darke
39171,1938,Agriculture,88.11790866,Williams
39027,1938,Agriculture,89.95495232,Clinton
39061,1938,Agriculture,28.47120725,Hamilton
39049,1938,Agriculture,70.90634843,Franklin
39005,1938,Agriculture,76.43798428,Ashland
39077,1938,Agriculture,87.80831914,Huron
39155,1938,Agriculture,61.74774228,Trumbull
39133,1938,Agriculture,60.79735809,Portage
39157,1938,Agriculture,63.04384557,Tuscarawas
39099,1938,Agriculture,56.73650145,Mahoning
39029,1938,Agriculture,63.99115683,Columbiana
39045,1938,Agriculture,80.0749739,Fairfield
39089,1938,Agriculture,81.47250895,Licking
39073,1938,Agriculture,56.10576101,Hocking
39059,1938,Agriculture,67.25728377,Guernsey
39031,1938,Nontarget,1.339798392,Coshocton
39015,1938,Nontarget,0.513522766,Brown
39071,1938,Nontarget,0.237940731,Highland
39075,1938,Nontarget,0.563332195,Holmes
39079,1938,Nontarget,0.46913439,Jackson
39081,1938,Nontarget,1.513991163,Jefferson
39083,1938,Nontarget,0.583196647,Knox
39121,1938,Nontarget,1.329914122,Noble
39125,1938,Nontarget,0.218894009,Paulding
39131,1938,Nontarget,0.413155749,Pike
39149,1938,Nontarget,0.282021152,Shelby
39113,1938,Nontarget,0.436272982,Montgomery
39109,1938,Nontarget,0.11778563,Miami
39017,1938,Nontarget,0.374801047,Butler
39107,1938,Nontarget,3.623668518,Mercer
39135,1938,Nontarget,0.130142025,Preble
39001,1938,Nontarget,0.419874038,Adams
39137,1938,Nontarget,0.179372197,Putnam
39003,1938,Nontarget,0.290594236,Allen
39139,1938,Nontarget,1.05659285,Richland
39141,1938,Nontarget,0.285594873,Ross
39007,1938,Nontarget,4.084061618,Ashtabula
39145,1938,Nontarget,0.544457501,Scioto
39009,1938,Nontarget,0.412752633,Athens
39147,1938,Nontarget,0.144060767,Seneca
39011,1938,Nontarget,0.990574533,Auglaize
39013,1938,Nontarget,1.358877256,Belmont
39151,1938,Nontarget,1.567893533,Stark
39173,1938,Nontarget,0.598709276,Wood
39039,1938,Nontarget,0.582682671,Defiance
39041,1938,Nontarget,1.78910703,Delaware
39043,1938,Nontarget,4.283175909,Erie
39123,1938,Nontarget,9.230350336,Ottawa
39127,1938,Nontarget,0.643425363,Perry
39019,1938,Nontarget,1.040343555,Carroll
39163,1938,Nontarget,0.395486798,Vinton
39165,1938,Nontarget,0.69325117,Warren
39067,1938,Nontarget,2.098148692,Harrison
39129,1938,Nontarget,0.29066997,Pickaway
39143,1938,Nontarget,1.598173516,Sandusky
39153,1938,Nontarget,2.872077661,Summit
39021,1938,Nontarget,0.364758698,Champaign
39023,1938,Nontarget,0.174121885,Clark
39025,1938,Nontarget,0.61903263,Clermont
39085,1938,Nontarget,3.338201544,Lake
39087,1938,Nontarget,0.364366056,Lawrence
39091,1938,Nontarget,1.793837883,Logan
39093,1938,Nontarget,1.006547445,Lorain
39095,1938,Nontarget,4.500556483,Lucas
39097,1938,Nontarget,0.242668319,Madison
39101,1938,Nontarget,0.310559006,Marion
39103,1938,Nontarget,0.792971647,Medina
39105,1938,Nontarget,0.847835788,Meigs
39111,1938,Nontarget,0.701884004,Monroe
39115,1938,Nontarget,0.972706986,Morgan
39117,1938,Nontarget,0.19549763,Morrow
39119,1938,Nontarget,1.162498655,Muskingum
39175,1938,Nontarget,0.598093208,Wyandot
39047,1938,Nontarget,0.201481481,Fayette
39051,1938,Nontarget,0.177746178,Fulton
39053,1938,Nontarget,0.793732077,Gallia
39055,1938,Nontarget,3.078104691,Geauga
39057,1938,Nontarget,0.174135129,Greene
39063,1938,Nontarget,0.117556631,Hancock
39065,1938,Nontarget,0.117948718,Hardin
39069,1938,Nontarget,0.822122571,Henry
39159,1938,Nontarget,0.132618666,Union
39161,1938,Nontarget,0.099982356,Van Wert
39167,1938,Nontarget,0.720564379,Washington
39033,1938,Nontarget,0.329538646,Crawford
39169,1938,Nontarget,1.572245322,Wayne
39035,1938,Nontarget,1.035316376,Cuyahoga
39037,1938,Nontarget,0.052328624,Darke
39171,1938,Nontarget,0.416215292,Williams
39027,1938,Nontarget,0.117006962,Clinton
39061,1938,Nontarget,1.385559778,Hamilton
39049,1938,Nontarget,0.616654097,Franklin
39005,1938,Nontarget,1.012386177,Ashland
39077,1938,Nontarget,0.418389686,Huron
39155,1938,Nontarget,2.811717386,Trumbull
39133,1938,Nontarget,3.857566766,Portage
39157,1938,Nontarget,1.419278533,Tuscarawas
39099,1938,Nontarget,3.67342304,Mahoning
39029,1938,Nontarget,1.15953799,Columbiana
39045,1938,Nontarget,0.711777546,Fairfield
39089,1938,Nontarget,0.445895653,Licking
39073,1938,Nontarget,0.29061485,Hocking
39059,1938,Nontarget,0.767193351,Guernsey
39031,1970,Developed,1.769384543,Coshocton
39015,1970,Developed,0.792292268,Brown
39071,1970,Developed,1.029634437,Highland
39075,1970,Developed,0.63730511,Holmes
39079,1970,Developed,2.294181589,Jackson
39081,1970,Developed,4.842415317,Jefferson
39083,1970,Developed,1.211955531,Knox
39121,1970,Developed,0.805104962,Noble
39125,1970,Developed,0.720046083,Paulding
39131,1970,Developed,1.136178309,Pike
39149,1970,Developed,1.292596945,Shelby
39113,1970,Developed,21.09691493,Montgomery
39109,1970,Developed,3.209658422,Miami
39017,1970,Developed,11.67530934,Butler
39107,1970,Developed,1.095764742,Mercer
39135,1970,Developed,1.120353081,Preble
39001,1970,Developed,0.625694645,Adams
39137,1970,Developed,0.906826109,Putnam
39003,1970,Developed,3.647254181,Allen
39139,1970,Developed,3.816278284,Richland
39141,1970,Developed,1.316522708,Ross
39007,1970,Developed,2.897269358,Ashtabula
39145,1970,Developed,1.641206424,Scioto
39009,1970,Developed,1.840781858,Athens
39147,1970,Developed,1.58903392,Seneca
39011,1970,Developed,1.807048088,Auglaize
39013,1970,Developed,3.132100691,Belmont
39151,1970,Developed,12.43501768,Stark
39173,1970,Developed,2.309307208,Wood
39039,1970,Developed,1.27607505,Defiance
39041,1970,Developed,2.306312012,Delaware
39043,1970,Developed,5.704666604,Erie
39123,1970,Developed,3.92085678,Ottawa
39127,1970,Developed,2.000467946,Perry
39019,1970,Developed,1.572612351,Carroll
39163,1970,Developed,0.849133419,Vinton
39165,1970,Developed,5.149019375,Warren
39067,1970,Developed,1.974728181,Harrison
39129,1970,Developed,1.486705423,Pickaway
39143,1970,Developed,2.657768411,Sandusky
39153,1970,Developed,24.13694066,Summit
39021,1970,Developed,1.285072952,Champaign
39023,1970,Developed,6.89882918,Clark
39025,1970,Developed,5.125380338,Clermont
39085,1970,Developed,20.70728145,Lake
39087,1970,Developed,2.71954375,Lawrence
39091,1970,Developed,1.514681555,Logan
39093,1970,Developed,7.695690413,Lorain
39095,1970,Developed,23.38619922,Lucas
39097,1970,Developed,1.239157373,Madison
39101,1970,Developed,2.394887721,Marion
39103,1970,Developed,3.360146044,Medina
39105,1970,Developed,0.73070058,Meigs
39111,1970,Developed,0.680774711,Monroe
39115,1970,Developed,0.389082795,Morgan
39117,1970,Developed,0.47985782,Morrow
39119,1970,Developed,2.999533565,Muskingum
39175,1970,Developed,0.657310357,Wyandot
39047,1970,Developed,1.037037037,Fayette
39051,1970,Developed,1.054627326,Fulton
39053,1970,Developed,1.11634576,Gallia
39055,1970,Developed,1.991019733,Geauga
39057,1970,Developed,6.100534014,Greene
39063,1970,Developed,2.102455125,Hancock
39065,1970,Developed,0.774358974,Hardin
39069,1970,Developed,1.149821778,Henry
39159,1970,Developed,1.072000884,Union
39161,1970,Developed,1.058636711,Van Wert
39167,1970,Developed,2.169238314,Washington
39033,1970,Developed,1.827441582,Crawford
39169,1970,Developed,2.681046431,Wayne
39035,1970,Developed,52.66974984,Cuyahoga
39037,1970,Developed,1.070724148,Darke
39171,1970,Developed,1.396886938,Williams
39027,1970,Developed,1.620546423,Clinton
39061,1970,Developed,47.95089155,Hamilton
39049,1970,Developed,28.27292489,Franklin
39005,1970,Developed,1.323454556,Ashland
39077,1970,Developed,1.44003892,Huron
39155,1970,Developed,7.342338924,Trumbull
39133,1970,Developed,3.92935771,Portage
39157,1970,Developed,4.359212638,Tuscarawas
39099,1970,Developed,14.92647476,Mahoning
39029,1970,Developed,4.353907237,Columbiana
39045,1970,Developed,2.733225776,Fairfield
39089,1970,Developed,2.847412401,Licking
39073,1970,Developed,0.87754288,Hocking
39059,1970,Developed,1.657685633,Guernsey
39031,1970,Forest,48.08387563,Coshocton
39015,1970,Forest,28.46872402,Brown
39071,1970,Forest,20.57105775,Highland
39075,1970,Forest,37.48150677,Holmes
39079,1970,Forest,60.5641055,Jackson
39081,1970,Forest,61.83210604,Jefferson
39083,1970,Forest,32.01658465,Knox
39121,1970,Forest,59.14241412,Noble
39125,1970,Forest,5.483870968,Paulding
39131,1970,Forest,63.6151128,Pike
39149,1970,Forest,7.737955347,Shelby
39113,1970,Forest,11.06263634,Montgomery
39109,1970,Forest,7.449941107,Miami
39017,1970,Forest,21.67171536,Butler
39107,1970,Forest,4.510473472,Mercer
39135,1970,Forest,11.88253268,Preble
39001,1970,Forest,56.40719549,Adams
39137,1970,Forest,4.843049327,Putnam
39003,1970,Forest,7.54951963,Allen
39139,1970,Forest,31.97761374,Richland
39141,1970,Forest,39.96238507,Ross
39007,1970,Forest,51.30411127,Ashtabula
39145,1970,Forest,70.30552291,Scioto
39009,1970,Forest,62.16434197,Athens
39147,1970,Forest,7.609027808,Seneca
39011,1970,Forest,6.12355166,Auglaize
39013,1970,Forest,53.74025395,Belmont
39151,1970,Forest,25.95134124,Stark
39173,1970,Forest,4.614726693,Wood
39039,1970,Forest,10.85537816,Defiance
39041,1970,Forest,17.93856871,Delaware
39043,1970,Forest,18.97503039,Erie
39123,1970,Forest,8.685786894,Ottawa
39127,1970,Forest,50.40360318,Perry
39019,1970,Forest,49.73688986,Carroll
39163,1970,Forest,73.6187042,Vinton
39165,1970,Forest,22.89506429,Warren
39067,1970,Forest,57.4551866,Harrison
39129,1970,Forest,7.838559039,Pickaway
39143,1970,Forest,7.756702962,Sandusky
39153,1970,Forest,40.3182262,Summit
39021,1970,Forest,8.91694725,Champaign
39023,1970,Forest,9.198438907,Clark
39025,1970,Forest,41.74798027,Clermont
39085,1970,Forest,44.64844565,Lake
39087,1970,Forest,77.54660189,Lawrence
39091,1970,Forest,13.73035567,Logan
39093,1970,Forest,27.12791948,Lorain
39095,1970,Forest,17.27184196,Lucas
39097,1970,Forest,3.72779843,Madison
39101,1970,Forest,6.175346393,Marion
39103,1970,Forest,28.83222089,Medina
39105,1970,Forest,64.74230254,Meigs
39111,1970,Forest,68.90601087,Monroe
39115,1970,Forest,59.01470504,Morgan
39117,1970,Forest,19.89336493,Morrow
39119,1970,Forest,46.89462165,Muskingum
39175,1970,Forest,8.622016936,Wyandot
39047,1970,Forest,4.005925926,Fayette
39051,1970,Forest,7.536437967,Fulton
39053,1970,Forest,62.41806637,Gallia
39055,1970,Forest,58.61396668,Geauga
39057,1970,Forest,11.22591131,Greene
39063,1970,Forest,5.40760501,Hancock
39065,1970,Forest,5.779487179,Hardin
39069,1970,Forest,4.720018397,Henry
39159,1970,Forest,7.470851522,Union
39161,1970,Forest,3.28765512,Van Wert
39167,1970,Forest,59.54276229,Washington
39033,1970,Forest,8.17855003,Crawford
39169,1970,Forest,17.46794872,Wayne
39035,1970,Forest,29.85600168,Cuyahoga
39037,1970,Forest,4.870587288,Darke
39171,1970,Forest,12.01322766,Williams
39027,1970,Forest,9.190896858,Clinton
39061,1970,Forest,31.28909676,Hamilton
39049,1970,Forest,11.81402777,Franklin
39005,1970,Forest,32.30020926,Ashland
39077,1970,Forest,14.21065434,Huron
39155,1970,Forest,44.61561812,Trumbull
39133,1970,Forest,45.45802623,Portage
39157,1970,Forest,49.74233336,Tuscarawas
39099,1970,Forest,36.93862488,Mahoning
39029,1970,Forest,43.89550623,Columbiana
39045,1970,Forest,21.92749359,Fairfield
39089,1970,Forest,31.124921,Licking
39073,1970,Forest,71.47415807,Hocking
39059,1970,Forest,57.72673303,Guernsey
39031,1970,Agriculture,48.22848879,Coshocton
39015,1970,Agriculture,70.24502372,Brown
39071,1970,Agriculture,77.59030932,Highland
39075,1970,Agriculture,61.13576875,Holmes
39079,1970,Agriculture,36.51238629,Jackson
39081,1970,Agriculture,31.20471281,Jefferson
39083,1970,Agriculture,66.0606889,Knox
39121,1970,Agriculture,38.31703244,Noble
39125,1970,Agriculture,93.45046083,Paulding
39131,1970,Agriculture,34.50394129,Pike
39149,1970,Agriculture,90.62867215,Shelby
39113,1970,Agriculture,67.24836398,Montgomery
39109,1970,Agriculture,89.10482921,Miami
39017,1970,Agriculture,65.88797043,Butler
39107,1970,Agriculture,90.82105907,Mercer
39135,1970,Agriculture,86.7141968,Preble
39001,1970,Agriculture,42.4031614,Adams
39137,1970,Agriculture,94.14549078,Putnam
39003,1970,Agriculture,88.50077096,Allen
39139,1970,Agriculture,62.93240701,Richland
39141,1970,Agriculture,57.98969072,Ross
39007,1970,Agriculture,41.43571259,Ashtabula
39145,1970,Agriculture,27.21112417,Scioto
39009,1970,Agriculture,35.22630231,Athens
39147,1970,Agriculture,90.6185882,Seneca
39011,1970,Agriculture,91.03680134,Auglaize
39013,1970,Agriculture,41.28759189,Belmont
39151,1970,Agriculture,59.58411312,Stark
39173,1970,Agriculture,92.34896198,Wood
39039,1970,Agriculture,86.87215942,Defiance
39041,1970,Agriculture,76.90521427,Delaware
39043,1970,Agriculture,70.82203311,Erie
39123,1970,Agriculture,77.70012706,Ottawa
39127,1970,Agriculture,46.57229761,Perry
39019,1970,Agriculture,47.19046755,Carroll
39163,1970,Agriculture,24.94474817,Vinton
39165,1970,Agriculture,71.04343189,Warren
39067,1970,Agriculture,37.60799295,Harrison
39129,1970,Agriculture,90.16010674,Pickaway
39143,1970,Agriculture,87.62439995,Sandusky
39153,1970,Agriculture,32.40852433,Summit
39021,1970,Agriculture,89.47250281,Champaign
39023,1970,Agriculture,83.6745722,Clark
39025,1970,Agriculture,52.45514636,Clermont
39085,1970,Agriculture,31.20175256,Lake
39087,1970,Agriculture,19.08433226,Lawrence
39091,1970,Agriculture,82.93010753,Logan
39093,1970,Agriculture,64.08189192,Lorain
39095,1970,Agriculture,54.5214246,Lucas
39097,1970,Agriculture,94.80070219,Madison
39101,1970,Agriculture,91.05948399,Marion
39103,1970,Agriculture,66.74082948,Medina
39105,1970,Agriculture,33.46162427,Meigs
39111,1970,Agriculture,29.55301071,Monroe
39115,1970,Agriculture,39.07993363,Morgan
39117,1970,Agriculture,79.28909953,Morrow
39119,1970,Agriculture,48.10735173,Muskingum
39175,1970,Agriculture,90.03375378,Wyandot
39047,1970,Agriculture,94.83851852,Fayette
39051,1970,Agriculture,91.20156417,Fulton
39053,1970,Agriculture,35.33387956,Gallia
39055,1970,Agriculture,35.47205483,Geauga
39057,1970,Agriculture,82.45298352,Greene
39063,1970,Agriculture,92.32716915,Hancock
39065,1970,Agriculture,93.33333333,Hardin
39069,1970,Agriculture,93.17005864,Henry
39159,1970,Agriculture,91.31347737,Union
39161,1970,Agriculture,95.57725107,Van Wert
39167,1970,Agriculture,37.12981477,Washington
39033,1970,Agriculture,89.70041941,Crawford
39169,1970,Agriculture,78.16181566,Wayne
39035,1970,Agriculture,16.35484549,Cuyahoga
39037,1970,Agriculture,93.99025883,Darke
39171,1970,Agriculture,86.11095273,Williams
39027,1970,Agriculture,88.87263792,Clinton
39061,1970,Agriculture,19.22829582,Hamilton
39049,1970,Agriculture,58.76402999,Franklin
39005,1970,Agriculture,65.34132685,Ashland
39077,1970,Agriculture,83.90659207,Huron
39155,1970,Agriculture,43.21924566,Trumbull
39133,1970,Agriculture,45.03685268,Portage
39157,1970,Agriculture,43.72729577,Tuscarawas
39099,1970,Agriculture,44.04133311,Mahoning
39029,1970,Agriculture,50.08121278,Columbiana
39045,1970,Agriculture,74.5373446,Fairfield
39089,1970,Agriculture,65.57825995,Licking
39073,1970,Agriculture,27.04997436,Hocking
39059,1970,Agriculture,39.42825829,Guernsey
39031,1970,Nontarget,1.918251031,Coshocton
39015,1970,Nontarget,0.493959994,Brown
39071,1970,Nontarget,0.808998486,Highland
39075,1970,Nontarget,0.74541937,Holmes
39079,1970,Nontarget,0.629326621,Jackson
39081,1970,Nontarget,2.120765832,Jefferson
39083,1970,Nontarget,0.710770913,Knox
39121,1970,Nontarget,1.735448473,Noble
39125,1970,Nontarget,0.34562212,Paulding
39131,1970,Nontarget,0.7447676,Pike
39149,1970,Nontarget,0.340775558,Shelby
39113,1970,Nontarget,0.592084762,Montgomery
39109,1970,Nontarget,0.23557126,Miami
39017,1970,Nontarget,0.765004878,Butler
39107,1970,Nontarget,3.572702716,Mercer
39135,1970,Nontarget,0.282917445,Preble
39001,1970,Nontarget,0.563948463,Adams
39137,1970,Nontarget,0.104633782,Putnam
39003,1970,Nontarget,0.302455225,Allen
39139,1970,Nontarget,1.27370097,Richland
39141,1970,Nontarget,0.731401505,Ross
39007,1970,Nontarget,4.362906791,Ashtabula
39145,1970,Nontarget,0.842146494,Scioto
39009,1970,Nontarget,0.768573868,Athens
